city,population
Гремячье,3373.0
Чернышковский,15754.0
Билимбай,6044.0
Кропачево,4531.0
Базарные Матаки,5899.0
Степное Озеро,6300.0
Архангельская,351488.0
Солонешное,4349.0
Нижний Мамон,3564.0
Лесная Поляна,649.0
Исаклы,4451.0
Ревякино,20.0
Старая Полтавка,1937.0
Волчиха,78385.0
Петропавловка,7435.0
Усть-Кишерть,4617.0
Нижний Кисляй,3410.0
Покойное,8980.0
Богучаны,11232.0
Хворостянка,5161.0
Раевская,10020.0
Товарковский,7651.0
Этока,2854.0
Янтарный,5529.0
Курманаевка,4411.0
Винсады,145885.0
Чунояр,2957.0
Усть-Тарка,3819.0
Александровская,59328.0
Большие Уки,3968.0
Зюкайка,3984.0
Персиановский,15754.0
Александрия,4984387.0
Верх-Тула,6020.0
Большеустьикинское,22983.0
Илек,9760.0
Красюковская,4240.0
Величаевское,5204.0
Придонский,18300.0
Лобва,8372.0
Шемордан,17700.0
Джигинка,4361.0
Привольная,6506.0
Ждановский,5203.0
Афонино,1264075.0
Мингрельская,5112.0
Тумботино,6855.0
Гайдук,7484.0
Огаревка,2793.0
Калманка,3203.0
Новолабинская,3237.0
Памяти 13 Борцов,3078.0
Матвеевка,78385.0
Краснохолм,5806.0
Трудармейский,11715.0
Золотково,7.0
Подтесово,3928.0
Елань-Колено,53.0
Любим,5125.0
Новорождественская,6505.0
Бехтеевка,8.0
Зайково,4344.0
Рождествено,2129.0
Вахтан,4952.0
Улу-Теляк,3427.0
Серноводск,11882.0
Пелым,3953.0
Колтубановский,57.0
Большая Атня,3536.0
Перелешинский,2705.0
Магистральный,6286.0
Отрадо-Кубанское,3789.0
Удобная,5314.0
Мечетинская,24886.0
Бурла,4026.0
Горняцкий,8056.0
Успенка,1478.0
Новоегорьевское,5596.0
Калинин,419898.0
Татарская Каргала,3800.0
Старосубхангулово,4609.0
Бекешевская,108679.0
Локомотивный,8518.0
Челбасская,6930.0
Незлобная,19746.0
Тинской,3362.0
Гайны,4050.0
Станционно-Ояшинский,4893.0
Уршельский,15.0
Ветлужский,78385.0
Губская,3221.0
Новощербиновская,6190.0
Старобачаты,4382.0
Сандата,3658.0
Горное Лоо,3322.0
Дмитриевское,1264075.0
Глебовка,984.0
Коноково,7956.0
Кедровый,2034.0
Грахово,3130.0
Приупский,1108.0
Мелехово,6923.0
Лямино,4471.0
Новая Таволжанка,5324.0
Стрелица,4043.0
Тайтурка,4841.0
Армизонское,4776.0
Терновская,1243500.0
Никольское,172017.0
Жигалово,4983.0
Кыштовка,5282.0
Кузедеево,3609.0
Нижний Чир,4038.0
Павловский,64865.0
Лузино,8964.0
Железнодорожный,151985.0
Столбище,183.0
Приморка,3781.0
Подгорная,5892.0
Мстера,4153.0
Спиридоновка,464.0
Колосовка,193.0
Новобелокатай,5961.0
Большие Чапурники,3228.0
Шамары,3398.0
Пировское,3046.0
Мухтолово,4775.0
Адагум,2827.0
Соколово,78385.0
Баговская,1272.0
Большие Салы,3483.0
Ахтанизовская,3254.0
Верхнебаканский,6773.0
Эдиссия,5756.0
Бершеть,9303.0
Углянец,3658.0
Головино,1264075.0
Бутка,3077.0
Орловка,4967401012015.0
Барышево,5195.0
Итатский,3228.0
Вознесенская,406933.0
Стародубское,4324.0
Артышта,1312614.0
Новохоперский,7645.0
Чермоз,3519.0
Щелкун,2938.0
Куяново,365.0
Тонкино,4792.0
Быстрый Исток,3460.0
Новобессергеневка,86111.0
Бурмакино,2455.0
Айша,606589.0
Баган,5510.0
Маслянино,12807.0
Прасковея,10872.0
Павловка,4143.0
Нижний Ингаш,7087.0
Передовая,3922.0
Новонукутский,3408.0
Плеханово,1048005.0
Григорьевская,1295.0
Тюбук,2863.0
Землянск,3043.0
Балахоновское,4443.0
Тайжина,4812.0
Шварцевский,73125.0
Красноярский,1082933.0
Новоалексеевская,223360.0
Солуно-Дмитриевское,3183.0
Новосинеглазовский,137533.0
Староалейское,4604.0
Темясово,3529.0
Киренск,11310.0
Каясула,64589.0
Дмитриевская,1264075.0
Сотниковское,4203.0
Екатериновка,251.0
Константиновская,4008.0
Центральный,39311413.0
Сентябрьский,920.0
Горячеводский,36757.0
Двубратский,8115.0
Лесогорск,4982.0
Заплавное,3734.0
Знаменское,78385.0
Варнавино,3304.0
Тогул,7793.0
Петрокаменское,3401.0
Нижняя Мактама,10091.0
Георгиевка,731.0
Синявское,3834.0
Выездное,7779.0
Незамаевская,1102.0
Угловское,4381.0
Новоселезнево,21848.0
Темиртау,296523.0
Пожва,3131.0
Горный Щит,6299.0
Горбатов,1982.0
Дубки,1264075.0
Махнево,3108.0
Верх-Катунское,2723.0
Быстрогорский,3578.0
Бешпагир,4041.0
Высоцкое,2118.0
Темижбекский,5778.0
Мишелевка,5615.0
Чекалин,941.0
Копанская,357449.0
Новобейсугская,3428.0
Староджерелиевская,2975.0
Магнитка,4761.0
Сатис,1391.0
Ныроб,4914.0
Всеволодо-Вильва,2453.0
Панкрушиха,4941.0
Соколовское,2490.0
Новозаведенное,5057.0
Тищенское,3004.0
Тюменцево,5255.0
Тюхтет,8151.0
Старопавловская,3320.0
Перелешино,24011.0
Барсуки,966.0
Сокур,860.0
Приволжский,1264075.0
Воронцовка,354.0
Новомалороссийская,5778.0
Преградное,291687.0
Локосово,43534.0
Нежинский,3664.0
Ташара,3058.0
Виля,3613.0
Сомово,13379.0
Тыреть 1-я,3944.0
Марьинская,1419.0
Дракино,127.0
Барсово,10103.0
Сухобезводное,6009.0
Северо-Енисейский,6747.0
Гусевский,55421.0
Андрюки,2779.0
Курьи,4810.0
Довольное,6774.0
Новобирилюссы,9844.0
Белогорск,16391.0
Казачинское,3604.0
Убинское,5908.0
Николаевка,53.0
Байкит,3293.0
Николаевская,1602915.0
Дзержинское,231797.0
Чарышское,3097.0
Красный Коммунар,42.0
Юровка,3537.0
Белозерный,4342.0
Гидроторф,76612.0
Чистогорский,4607.0
Красная Горка,10.0
Летник,2665.0
Иргаклы,3965.0
Майкопское,429070.0
Левиха,4601.0
Мартюш,3850.0
Иловка,18.0
Новоильинский,77097.0
Сарс,4931.0
Дмитриевка,965.0
Алексеевск,53678.0
Рудногорск,130068.0
Лосево,200.0
Игарка,4754.0
Северка,3516.0
Ковалевское,3291.0
Углеуральский,9109.0
Горноправдинск,98692.0
Туруханск,4662.0
Инзер,15861.0
Новоукраинский,3617.0
Нижняя Пойма,1264075.0
Нагутское,3026.0
Сява,3859.0
Черноерковская,3416.0
Унъюган,4255.0
Дружба,78385.0
Гремячево,106.0
Мотыгино,5323.0
Нижнетроицкий,68410.0
Чернолесское,78385.0
Кочки,3988.0
Анджиевский,6312.0
Пирогово,78385.0
Прикубанский,357449.0
Упорная,3036.0
Круглолесское,2955.0
Заветный,4854.0
Хатанга,2645.0
Синегорский,5750.0
Совхозный,1031.0
Уфимский,1115560.0
Заводоуспенское,1285.0
Память Парижской Коммуны,3761.0
Савинка,428.0
Отрадо-Ольгинское,98940.0
Мортка,3506.0
Кошурниково,3232.0
Керчевский,25003000.0
Засосна,4213.0
Лебяжье,4346.0
Теплая Гора,2884.0
Восточный,78385.0
Черемухово,10.0
Пашия,3606.0
Левокумка,74758.0
Ломинцевский,2228.0
Азанка,2587.0
Тура,63214.0
Коелга,3993.0
Кубанский,881476.0
Прочноокопская,4676.0
Елизаветинское,24755.0
Кара-Тюбе,2958.0
Юшала,4239.0
Улукулево,4546.0
Сигаево,5775.0
Кардаилово,2396.0
Пычас,3477.0
Расшеватская,5310.0
Новая Чигла,2474.0
